,state_code,gender,age_bucket,pct_cli,pct_cli_anosmia_ageusia,pct_hh_cli,pct_cmnty_cli,pct_hh_fever,pct_hh_sore_throat,pct_hh_cough,pct_hh_shortness_of_breath,pct_hh_difficulty_breathing,mean_hh_cli_ct,mean_cmnty_cli_ct,pct_self_shortness_of_breath,pct_self_difficulty_breathing,pct_self_tiredness_or_exhaustion,pct_self_nasal_congestion,pct_self_runny_nose,pct_self_muscle_joint_aches,pct_self_persistent_pain_pressure_in_chest,pct_self_nausea_vomiting,pct_self_diarrhea,pct_self_other,pct_self_none_of_above,pct_self_multiple_symptoms,pct_worked_outside_home,pct_avoid_contact_all_or_most_time,mean_outside_hh_contact_at_work_ct,mean_outside_hh_contact_shopping_ct,pct_contact_covid_positive,pct_diabetes,pct_cancer,pct_heart_disease,pct_asthma,pct_chronic_lung_disease,pct_kidney_disease,pct_autoimmune_disorder,pct_no_above_medical_conditions,test_condition
1349,19,1,2,0.0,0.0,0.0,0.17176929,0.0,0.03131502,0.13730364,0.19615382,0.20966084,1.5082262e-34,0.0,0.26978126,0.28777,0.23619038,0.28235072,0.48519316,0.36984748,0.14388,0.052413393,0.23201126,0.21975228,0.6137545,0.38489985,0.260071,0.69574505,0.0,0.0,0.14732392,0.44571584,0.43775487,0.47045392,0.300807,0.3894396,0.30937532,0.16457067,0.22250535,0
1350,20,0,1,0.0,0.13004097,0.04406421,0.2351422,0.11751731,0.18032908,0.25006348,0.17174836,0.15984845,9.47619e-37,0.0,0.2039625,0.11655,0.4061787,0.34675083,0.28690416,0.39723969,0.1049,0.16982988,0.26311094,0.2314054,0.58786273,0.4165145,0.40233752,0.5734167,0.0,0.0,0.15804888,0.26875708,0.15878673,0.069210045,0.61713195,0.22451104,0.08623528,0.41477323,0.51730067,0
1351,20,0,2,0.057016667,0.10408553,0.043273706,0.19230331,0.057694025,0.13295172,0.201641,0.18195228,0.17327602,2.3642857e-36,0.0,0.235175,0.19384,0.19755532,0.2971541,0.37296662,0.38295203,0.10262,0.12461477,0.25128058,0.313466,0.66031134,0.3253324,0.1881563,0.7529215,0.0,0.0,0.11692276,0.44715366,0.53156453,0.3036341,0.41772735,0.55887866,0.239605,0.44173,0.22745937,0
1352,38,0,0,0.0,0.0,0.20731598,0.3214808,0.20731598,0.3892874,0.3261777,0.15947305,0.11846563,1.425e-36,0.0,0.1524375,0.1626,0.7532696,0.40853518,0.63055384,0.4568959,0.1626,0.53310263,0.6554849,0.3725029,0.083263755,0.6362234,0.47346738,0.4519982,0.0,0.0,0.055893574,0.042276043,0.03832718,0.0,0.32287478,0.0805932,0.0,0.1560958,0.90892833,0
1353,25,0,0,0.0,0.10676323,0.13420714,0.29206917,0.13420714,0.32074174,0.27534094,0.37166047,0.5368402,3.2345237e-36,0.0,0.460525,0.52632,0.45481765,0.5882208,0.42594892,0.3327531,0.31579,0.2300754,0.22631378,0.16076884,0.41644916,0.48596063,0.5079731,0.48398685,0.0,0.0,0.21710494,0.11063791,0.05015062,0.0,0.76810265,0.0,0.0,0.32680663,0.63808644,0
1354,7,0,2,0.08913333,0.08135548,0.03364741,0.26111615,0.03364741,0.1722805,0.2226002,0.17596959,0.21146043,1.0666667e-36,0.0,0.21724375,0.2139,0.16910644,0.27334625,0.27048883,0.2786695,0.05348,0.09740265,0.15808909,0.22460139,0.7370032,0.29476398,0.13423881,0.8016242,0.0,0.0,0.12664399,0.3844078,0.45622075,0.24450117,0.41291648,0.23983167,0.099798284,0.49548224,0.31079838,0
1355,7,1,2,0.0,0.047620498,0.05903278,0.21376295,0.11805281,0.100761764,0.21323507,0.07265145,0.13429748,4.603369e-34,0.0,0.2054,0.18779,0.19861683,0.22940736,0.36412165,0.3606841,0.04695,0.102619216,0.12617242,0.32266784,0.64118356,0.20577124,0.29890946,0.65447664,0.0,0.0,0.19097315,0.45953485,0.65780854,0.4230447,0.17263538,0.2074804,0.17267473,0.107162744,0.21210647,0
1356,10,0,0,0.053,0.048371065,0.07981538,0.35684028,0.09976923,0.35422888,0.22566944,0.14757828,0.1598776,1.0083333e-36,0.0,0.18879375,0.20668,0.39439225,0.26500854,0.32166365,0.26559886,0.19078,0.2200794,0.34181148,0.16997068,0.5417794,0.33755055,0.33310363,0.5976428,0.0,0.0,0.12931147,0.06603227,0.05238048,0.03982549,0.6206991,0.023603002,0.049110238,0.21942884,0.71256316,0
1357,10,1,0,0.37593332,0.30504504,0.42817253,0.28123444,0.42817253,0.33982065,0.27553895,0.2488525,0.32622492,1.7666667e-36,0.0,0.2349625,0.41353,0.29962605,0.26284477,0.240865,0.30442268,0.41353,0.16433646,0.2626863,0.14354114,0.6469159,0.3618125,0.5735646,0.4868305,0.0,0.0,0.23001616,0.058869258,0.08894923,0.07101345,0.373753,0.01870595,0.04669711,0.07245303,0.8222843,1
1358,26,0,0,0.18691666,0.20854633,0.11826956,0.29769146,0.2129005,0.30688635,0.22784509,0.15284698,0.14868675,1.21785715e-36,0.0,0.116825,0.13084,0.5231159,0.3747259,0.30884635,0.3868706,0.20561,0.2315107,0.44205496,0.28547102,0.50151086,0.4686978,0.55852604,0.35550532,0.0,0.0,0.14030457,0.082461685,0.052771766,0.017554205,0.57336205,0.018492818,0.046177357,0.17910504,0.736242,0
1359,39,0,0,0.19048333,0.34775642,0.21488953,0.21537493,0.21488953,0.36682191,0.3254821,0.17631873,0.20465557,1.6511906e-36,0.0,0.25,0.11429,0.6055729,0.4628922,0.40465078,0.3021582,0.28571,0.6244873,0.5528549,0.26182112,0.43640044,0.54253227,0.59936297,0.392422,0.0,0.0,0.115870886,0.08863669,0.053573195,0.08910084,0.429802,0.02816301,0.105466045,0.2836374,0.69690865,0
1360,39,0,1,0.19685,0.19966123,0.25098494,0.21094887,0.35137892,0.30847517,0.3528895,0.24809927,0.3469382,3.6190475e-36,0.0,0.2460625,0.3937,0.39016232,0.4434183,0.41155344,0.48499647,0.07874,0.20078686,0.35974243,0.33070895,0.5301111,0.52294934,0.5669798,0.38272947,0.0,0.0,0.13480458,0.3160797,0.14790143,0.12299547,0.69435334,0.2721235,0.12132462,0.60235316,0.37793088,0
1361,39,0,2,0.07716667,0.14087349,0.05903278,0.14661898,0.11805281,0.24183172,0.29550555,0.23502366,0.23502241,2.175e-36,0.0,0.20254375,0.32407,0.30681,0.29921848,0.24978419,0.59900004,0.13889,0.13492404,0.22395954,0.24747236,0.5776423,0.33744642,0.2039568,0.6802653,0.0,0.0,0.0,0.5032253,0.49967235,0.3902384,0.36979723,0.3882996,0.39919314,0.63705134,0.20152405,0
1362,11,0,0,0.055733334,0.06784526,0.12644236,0.2630262,0.2104015,0.22267444,0.22321963,0.14265874,0.19267786,5.6547617e-37,0.0,0.177675,0.20067,0.46241438,0.36900395,0.31014124,0.3141814,0.20067,0.36550218,0.3325665,0.25539893,0.47797513,0.4281175,0.4440375,0.49185455,0.0,0.0,0.19350314,0.07865528,0.01584473,0.026354829,0.5379039,0.02499083,0.062394813,0.21942884,0.75573796,0
1363,28,1,2,0.07575,0.13830736,0.057949025,0.11748187,0.057949025,0.079506375,0.14994872,0.15904544,0.13246876,2.2107143e-36,0.0,0.227275,0.22727,0.06876466,0.14649501,0.29122716,0.3643012,0.0,0.0,0.073293306,0.13884477,0.88379216,0.18682037,0.37938857,0.4478632,0.0,0.0,0.09290846,0.6173524,0.64579177,0.5442085,0.15582183,0.36211923,0.16951911,0.17534186,0.11967322,0
1364,30,0,0,0.18006666,0.24352889,0.15070571,0.24274907,0.18084686,0.32969138,0.2817536,0.15785283,0.21555498,3.334524e-36,0.0,0.21008125,0.21609,0.46823123,0.31742617,0.40885916,0.4110752,0.2521,0.36734545,0.4903922,0.24751818,0.43705922,0.47482502,0.49768797,0.4859713,0.0,0.0,0.073053524,0.09106249,0.039854612,0.026514784,0.42031848,0.023945002,0.029891843,0.21333477,0.79258716,0
1365,30,0,2,0.01965,0.09568728,0.11958282,0.10468218,0.1345259,0.1633004,0.26977113,0.2661258,0.20475028,2.2733987e-33,0.0,0.32429376,0.25943,0.26302555,0.36320186,0.32209864,0.48709515,0.10613,0.13746676,0.25353807,0.19811076,0.64837533,0.38398924,0.21236071,0.6626143,0.0,0.0,0.09649032,0.54014015,0.50352395,0.27240536,0.4651306,0.4188616,0.2614469,0.52281535,0.19783771,0
1366,30,1,0,0.13263333,0.107615225,0.16821155,0.28243262,0.2691283,0.25334522,0.32307544,0.124212444,0.19223343,3.3461905e-35,0.0,0.1989375,0.23873,0.35931432,0.35551167,0.31305808,0.29593375,0.1061,0.13528104,0.29940283,0.12153308,0.60882276,0.37900996,0.700655,0.3591199,0.0,0.0,0.1813963,0.1051207,0.025414739,0.042268716,0.32874224,0.04007851,0.050032176,0.07245303,0.8452944,0
1367,31,0,0,0.084183335,0.15368387,0.06440055,0.34546822,0.12878837,0.4836591,0.2973867,0.27738896,0.36611417,1.4035714e-36,0.0,0.41035625,0.45455,0.75921243,0.5123864,0.5620161,0.56411356,0.30303,0.4783578,0.6786618,0.3471119,0.1559617,0.73260516,0.41322267,0.4296813,0.0,0.0,0.10312468,0.13131313,0.04761905,0.031680368,0.66972035,0.025035439,0.09375309,0.32969815,0.70229805,0
1368,12,1,1,0.11655,0.07092868,0.13281739,0.2619437,0.17647359,0.16625604,0.20148106,0.15036367,0.15231504,4.3616347e-33,0.0,0.174825,0.27972,0.23747168,0.3392786,0.2829723,0.2786695,0.13986,0.050948963,0.2067327,0.10680249,0.7958139,0.25087792,0.64319223,0.44290662,0.0,0.0,0.23871301,0.27368408,0.08270751,0.110048585,0.30513418,0.08695738,0.06512969,0.17515753,0.53914696,0
1369,43,0,2,0.08936667,0.19035013,0.034361415,0.15857543,0.06873558,0.1633831,0.3125095,0.2214655,0.117511205,8.690476e-37,0.0,0.30160624,0.16086,0.34217742,0.3000936,0.4158596,0.5422262,0.10724,0.13673091,0.2593807,0.4299285,0.62482816,0.39612508,0.12788329,0.81931937,0.0,0.0,0.018287443,0.37142858,0.5591054,0.355061,0.46066523,0.480957,0.31688076,0.46576837,0.22787338,0
1370,43,1,1,0.0,0.0,0.05848453,0.20066519,0.05848453,0.22065468,0.3040253,0.17995936,0.16710502,1.1333333e-36,0.0,0.17605625,0.23474,0.33704948,0.47020093,0.34828967,0.32530406,0.18779,0.13681833,0.3280515,0.17925653,0.52304965,0.4263205,0.50087583,0.58500934,0.0,0.0,0.06365543,0.26729068,0.088119514,0.11724653,0.44264248,0.0,0.1445649,0.12560624,0.5532137,0
1371,32,0,0,0.0,0.06672955,0.20766024,0.27454534,0.24918719,0.4111914,0.31140774,0.16666797,0.19047758,1.4833333e-36,0.0,0.10279375,0.16447,0.58179086,0.387872,0.38823545,0.3327531,0.16447,0.21569341,0.56578714,0.20095913,0.30508617,0.5665084,0.5294279,0.4636505,0.0,0.0,0.06718229,0.077227876,0.0,0.062106192,0.5703851,0.032718062,0.04084373,0.3168303,0.7379422,0
1372,32,1,1,0.07541667,0.27536717,0.16999656,0.19433692,0.16999656,0.1934619,0.34782234,0.19179527,0.194288,1.2559524e-36,0.0,0.28280625,0.181,0.33505514,0.31950018,0.36619884,0.32826558,0.13575,0.13187133,0.26753455,0.13821858,0.61703247,0.36300647,0.7097156,0.22368695,0.0,0.0,0.121680245,0.27982008,0.063421346,0.07032345,0.39781883,0.0889053,0.083240524,0.13775599,0.5154397,0
1373,48,0,1,0.0998,0.30367574,0.075442106,0.15357478,0.075442106,0.18029861,0.34523037,0.20891951,0.2602018,6.452381e-37,0.0,0.37425,0.47904,0.39635712,0.37404633,0.34326527,0.45506474,0.17964,0.1745073,0.35403958,0.18290672,0.51333934,0.43618223,0.44103032,0.44001105,0.0,0.0,0.0,0.44880986,0.14030671,0.16801791,0.3830638,0.26552632,0.25781482,0.57142967,0.41051185,0
1374,13,0,0,0.0,0.23317307,0.07285385,0.3307781,0.29142815,0.24873982,0.29217735,0.20175989,0.20816,1.2190476e-36,0.0,0.2514375,0.34483,0.36286876,0.48447216,0.38759813,0.2609531,0.17241,0.20936213,0.3089058,0.17555287,0.56230485,0.38835824,0.604904,0.32121682,0.0,0.0,0.2765804,0.13448253,0.10837682,0.054073974,0.3854275,0.028485185,0.0355596,0.24275681,0.76473826,0
1375,1,1,1,0.08913333,0.10847736,0.06781757,0.13146603,0.13563514,0.1852305,0.1707226,0.14607182,0.23252341,8.5e-37,0.0,0.2005375,0.10695,0.24794467,0.3419168,0.28851938,0.19807538,0.05348,0.038963974,0.28743276,0.12251054,0.7675843,0.2479814,0.6156422,0.3464241,0.0,0.0,0.073136024,0.26559287,0.15207358,0.101172686,0.31230584,0.05329758,0.099798284,0.14451438,0.6167666,1
1376,15,0,0,0.054583333,0.17716448,0.054430008,0.23437935,0.10874527,0.35268793,0.19824934,0.12560514,0.18681286,1.1464286e-36,0.0,0.20469375,0.20742,0.50585836,0.30880958,0.3754957,0.28166115,0.19651,0.38178572,0.33446926,0.24176034,0.51965046,0.4108934,0.41174203,0.5750806,0.0,0.0,0.110061534,0.08267488,0.02584374,0.017193522,0.5242199,0.0108696725,0.027138403,0.1557886,0.79249614,0
1377,33,1,1,0.0,0.0,0.07499585,0.14437163,0.07499585,0.23044878,0.25333327,0.2538466,0.3857127,7.392857e-37,0.0,0.2232125,0.35714,0.15434453,0.1804934,0.240865,0.4744013,0.17857,0.1301009,0.31994066,0.09091117,0.7092631,0.30184543,0.70196974,0.3412975,0.0,0.0,0.24122925,0.22806963,0.055138342,0.07336572,0.30850264,0.08695738,0.14473814,0.17965034,0.6988948,0
1378,16,1,1,0.0,0.1769109,0.07285385,0.19610381,0.07285385,0.09949506,0.17226611,0.0672533,0.08326837,2.8333333e-37,0.0,0.0363375,0.05814,0.1495195,0.5097514,0.37249792,0.2647285,0.23256,0.08471823,0.25000134,0.13319384,0.79190695,0.33300236,0.56637436,0.43987867,0.0,0.0,0.117857754,0.25402287,0.13546985,0.07210177,0.3523359,0.05697037,0.0,0.17655146,0.5357907,0
1379,17,0,1,0.0451,0.0960727,0.06873558,0.2444591,0.10309699,0.19919035,0.14916173,0.11647613,0.0981895,7.892857e-37,0.0,0.15223125,0.06766,0.31690234,0.29942042,0.31028622,0.2879384,0.10825,0.14788532,0.30548194,0.26867098,0.6329281,0.29399386,0.3768857,0.6025423,0.0,0.0,0.24982984,0.19127959,0.16056873,0.07691295,0.53267556,0.087785125,0.04214929,0.40283468,0.5603872,0
1380,4,1,1,0.0,0.12678513,0.07919063,0.17376366,0.07919063,0.24333347,0.15965149,0.19493374,0.27151653,1.1297619e-36,0.0,0.234375,0.1875,0.18146922,0.31406033,0.25290674,0.33647195,0.0625,0.04553568,0.3695303,0.09545482,0.7317283,0.29990798,0.73958784,0.26285282,0.0,0.0,0.04270049,0.3737504,0.11785726,0.11761348,0.2416832,0.12391328,0.07734383,0.21599972,0.4956222,0
1381,4,1,2,0.0,0.124452285,0.077278115,0.243608,0.077278115,0.10552388,0.29315475,0.35664293,0.30908892,1.5821428e-36,0.0,0.6135,0.42945,0.2593773,0.28701803,0.51719093,0.49091196,0.06135,0.08939565,0.19785324,0.14054768,0.57569337,0.40639123,0.5376538,0.37717587,0.0,0.0,0.04192362,0.7090909,0.42857143,0.6842972,0.19860713,0.42055175,0.48750123,0.18618216,0.09439522,0
1382,37,0,2,0.07825,0.095240995,0.05930053,0.19243863,0.11860106,0.22167762,0.2705378,0.1627096,0.16787003,2.5952381e-36,0.0,0.2054,0.14085,0.29929367,0.24445434,0.22164072,0.5022004,0.14085,0.23943755,0.25234485,0.21510935,0.64118356,0.3620208,0.12490847,0.82792425,0.0,0.0,0.095486574,0.5224315,0.5066778,0.27846166,0.46954992,0.5790319,0.20239332,0.41271114,0.18090555,0
1383,21,0,0,0.0868,0.15848142,0.19716693,0.41724223,0.19716693,0.40388283,0.349277,0.30333227,0.2642454,1.1333333e-36,0.0,0.26041874,0.41667,0.5891383,0.53110373,0.49176198,0.269751,0.20833,0.4933008,0.41992077,0.19886675,0.25993848,0.6351069,0.51477766,0.36927053,0.0,0.0,0.2493486,0.04083824,0.024684025,0.0,0.7103752,0.077852234,0.0,0.20104678,0.7064738,0
1384,24,0,2,0.077766664,0.14196892,0.09899147,0.11607385,0.09899147,0.1889653,0.24940342,0.16421998,0.23757969,5.514845e-34,0.0,0.20411874,0.13997,0.1928804,0.24239637,0.29892564,0.3346031,0.15552,0.11330735,0.18390514,0.24939673,0.7277481,0.28150687,0.19970225,0.67714655,0.0,0.0,0.06375855,0.5304499,0.52462035,0.28115895,0.30106035,0.2528079,0.21039377,0.39171407,0.27012908,0
1385,38,0,1,0.25063333,0.4575726,0.18750238,0.46054587,0.37500477,0.25795063,0.23466647,0.31730625,0.2698408,1.9845238e-36,0.0,0.469925,0.15038,0.4910965,0.56412125,0.40566579,0.5877191,0.15038,0.3286802,0.3637199,0.057417985,0.45772648,0.48970962,0.4413823,0.47434366,0.0,0.0,0.25462857,0.2118508,0.38412508,0.09293033,0.50492746,0.110144034,0.18333581,0.2844438,0.607927,0
1386,25,0,2,0.11338333,0.13799293,0.16999656,0.18550439,0.16999656,0.087642014,0.19160819,0.26153973,0.24285454,1.8390381e-33,0.0,0.3401375,0.27211,0.2386833,0.1314288,0.34409142,0.3975072,0.13605,0.14868675,0.29251748,0.31168672,0.6567429,0.33300236,0.20420358,0.62909806,0.0,0.0,0.13749957,0.4187928,0.2847573,0.18944553,0.49347755,0.33265263,0.2491585,0.51543486,0.26233667,0
1387,7,1,1,0.0,0.039313536,0.049036734,0.25001276,0.1471102,0.20090541,0.17924236,0.060356528,0.056041673,4.904762e-37,0.0,0.14535,0.11628,0.17549422,0.14943133,0.26140103,0.33044717,0.11628,0.056478817,0.14583412,0.118394524,0.836238,0.19328183,0.45419717,0.65581083,0.0,0.0,0.29086658,0.23359463,0.07366079,0.11026186,0.2641742,0.03872042,0.096679784,0.105000824,0.6645738,1
1388,9,0,2,0.0,0.09568728,0.11916207,0.07400174,0.11916207,0.1627258,0.23937823,0.2199865,0.13618447,3.3666667e-36,0.0,0.4127375,0.28302,0.30095562,0.36698124,0.34993526,0.36268857,0.18868,0.20620014,0.25353807,0.14408332,0.64837533,0.414485,0.16689838,0.733347,0.0,0.0,0.0,0.42095342,0.4489796,0.2688299,0.4653235,0.5192561,0.29464287,0.54857016,0.3173544,0
1389,10,0,0,0.0318,0.07743022,0.09604621,0.26250064,0.09604621,0.23773125,0.2176168,0.19208951,0.23368911,9.845238e-37,0.0,0.1669875,0.20992,0.32547212,0.29265025,0.2960223,0.31004807,0.19084,0.29198208,0.328245,0.14573279,0.59170794,0.3812574,0.40201926,0.57278854,0.0,0.0,0.24553299,0.04952485,0.053879626,0.01194953,0.49822506,0.018884383,0.023574399,0.21211365,0.810575,0
1390,10,0,1,0.019566666,0.11904617,0.088957176,0.19610381,0.1779016,0.15708876,0.17849346,0.09134099,0.08481294,8.702381e-37,0.0,0.11736875,0.05869,0.27412578,0.2783181,0.24142815,0.29877093,0.11737,0.20523115,0.32174128,0.22407447,0.6599774,0.30097356,0.36790195,0.6168487,0.0,0.0,0.24839985,0.18224198,0.13217457,0.043968625,0.5906305,0.15633892,0.050601427,0.47102916,0.54822695,0
1391,10,1,2,0.04445,0.027050877,0.03364741,0.15411994,0.03364741,0.12600444,0.1684505,0.15485951,0.15338603,1.7940477e-36,0.0,0.16666874,0.16,0.19710499,0.3065817,0.32372063,0.31794548,0.08,0.019430986,0.24366423,0.061091088,0.75098187,0.2437771,0.30696142,0.57278854,0.0,0.0,0.21767557,0.6036946,0.5473055,0.4882465,0.28322473,0.43157014,0.3265147,0.19250663,0.10945645,0
1392,26,0,1,0.0,0.07328181,0.05449376,0.20880154,0.09081868,0.19870718,0.24076433,0.21795043,0.25983024,1.475e-36,0.0,0.261925,0.23121,0.35365295,0.42292184,0.41907322,0.4261767,0.24566,0.29479435,0.28738976,0.30898345,0.5144694,0.40327916,0.51334417,0.4509612,0.0,0.0,0.10803341,0.27446407,0.12777613,0.10737954,0.5878292,0.15555577,0.07944139,0.41632074,0.46338978,0
1393,28,0,1,0.045916665,0.13970707,0.06910533,0.27011535,0.06910533,0.2484003,0.32718807,0.19188944,0.29697278,1.1940476e-36,0.0,0.2582625,0.24793,0.3826031,0.30191758,0.26010615,0.39284638,0.24793,0.24085097,0.41459954,0.27348188,0.5844681,0.4065099,0.54655665,0.4414465,0.0,0.0,0.2049431,0.21195741,0.19215919,0.06818132,0.44117993,0.13468878,0.033629097,0.43825865,0.4905956,0
1394,44,0,2,0.09633333,0.14657375,0.14572044,0.10351536,0.14572044,0.1119314,0.20853347,0.28022143,0.29142836,3.102381e-36,0.0,0.34320626,0.17341,0.2413183,0.29321444,0.39958254,0.39350575,0.08671,0.021055698,0.23302177,0.11035341,0.6962749,0.33300236,0.26324406,0.6141647,0.0,0.0,0.079021,0.53639096,0.4592709,0.32352176,0.44198895,0.6106893,0.26593903,0.48412353,0.17894357,0
1395,44,1,2,0.10101666,0.12294101,0.0,0.10894743,0.0,0.07914508,0.21622561,0.16643259,0.17662016,8.869048e-37,0.0,0.18939374,0.36364,0.09313104,0.36020145,0.3474264,0.30150637,0.06061,0.044158682,0.1303004,0.13884477,0.76595336,0.28896853,0.4395793,0.4007738,0.0,0.0,0.041669246,0.67407405,0.6984127,0.7163288,0.36275223,0.55072516,0.4965288,0.16592619,0.073957406,0
1396,30,0,2,0.07898334,0.13219126,0.13596664,0.1735852,0.15106271,0.20090541,0.25738752,0.22285035,0.17264944,1.1348821e-33,0.0,0.23696876,0.20142,0.24229135,0.33115247,0.31163844,0.4048884,0.11848,0.09495465,0.16558182,0.27143532,0.6718996,0.33414546,0.19714278,0.64992887,0.0,0.0,0.10551717,0.5595726,0.4428416,0.28342968,0.4750057,0.43023187,0.2648624,0.47942722,0.18306386,0
1397,31,1,1,0.0,0.08314062,0.104512244,0.14707786,0.20901175,0.3211161,0.26679835,0.09646845,0.059720956,1.2214286e-36,0.0,0.10245625,0.08197,0.16663763,0.41259345,0.22112142,0.36851367,0.0,0.059720956,0.2643418,0.06259546,0.6161838,0.28536,0.5893031,0.36170265,0.0,0.0,0.0563542,0.21487722,0.038958896,0.051840886,0.37626642,0.0819265,0.05113355,0.19041383,0.64546627,0
1398,32,0,0,0.06361666,0.15485029,0.09586771,0.31678218,0.14379518,0.29345754,0.2505255,0.22039843,0.16372445,1.1809524e-36,0.0,0.2862625,0.15267,0.4789401,0.39052942,0.4762099,0.39633164,0.26718,0.27808094,0.45133218,0.52463496,0.39090046,0.5354242,0.54616153,0.3828995,0.0,0.0,0.10260905,0.07878788,0.10714168,0.01188053,0.52795106,0.01877534,0.046876546,0.23272674,0.75619036,0
1399,13,1,0,0.24155,0.5879889,0.18214737,0.41597736,0.18214737,0.18655378,0.24480082,0.22417635,0.31224364,1.225e-36,0.0,0.2717375,0.14493,0.6073501,0.4243964,0.34209514,0.31838253,0.43478,0.31676805,0.389493,0.5533631,0.37597018,0.43679494,0.84763587,0.10243195,0.0,0.0,0.5892819,0.07536367,0.13664842,0.04545526,0.4307492,0.071835004,0.08967553,0.05565305,0.765094,0
1400,14,0,1,0.0,0.056039028,0.28176358,0.19830802,0.35220766,0.5531363,0.319336,0.15172106,0.28176752,1.3071429e-36,0.0,0.27624375,0.38674,0.4800713,0.44467488,0.37260583,0.5814607,0.27624,0.32202107,0.2672658,0.33752063,0.46846384,0.5444116,0.47479972,0.43975538,0.0,0.0,0.037984256,0.25856507,0.15627402,0.13862395,0.41714865,0.1916889,0.068371944,0.44552392,0.5456831,0
1401,1,0,2,0.12255,0.124300145,0.156252,0.117075935,0.18750238,0.14936665,0.19733287,0.17307828,0.21428728,1.7666667e-36,0.0,0.2451,0.17157,0.21628982,0.34548783,0.3553913,0.41635394,0.02451,0.23214455,0.31617817,0.24331816,0.69164044,0.35911942,0.17696907,0.71928453,0.0,0.0,0.084252864,0.41728482,0.6169309,0.30201888,0.50492746,0.34267473,0.3819424,0.49303618,0.22150089,0
1402,16,0,1,0.0,0.06650641,0.041131694,0.19610381,0.041131694,0.13996431,0.16690192,0.10091329,0.09400751,9.130952e-37,0.0,0.1639375,0.16393,0.2193698,0.28121594,0.26534638,0.30674744,0.03279,0.19110414,0.2819664,0.2003024,0.7286814,0.24578479,0.3816352,0.60936,0.0,0.0,0.243168,0.1941552,0.19898076,0.05091566,0.6541419,0.080464326,0.08035714,0.38649166,0.5698784,0
1403,16,0,2,0.0565,0.13752638,0.08673866,0.17342441,0.08673866,0.17647238,0.21109751,0.21277589,0.17347273,2.9141191e-34,0.0,0.23305,0.10169,0.23769417,0.35888395,0.422941,0.2682213,0.10169,0.22227241,0.20042248,0.3106329,0.63601387,0.31187183,0.21126303,0.75410515,0.0,0.0,0.13842082,0.44673505,0.5670113,0.14011373,0.39719698,0.30659118,0.1913672,0.38267854,0.2447159,1
1404,34,1,0,0.0,0.09056516,0.0,0.33567286,0.110874526,0.18925695,0.17542167,0.13645637,0.19173072,1.7154761e-36,0.0,0.2232125,0.26786,0.23412366,0.11371155,0.21075562,0.1716289,0.26786,0.4553568,0.38392988,0.27272588,0.64799106,0.24876365,0.7764413,0.28381217,0.0,0.0,0.29891032,0.04727325,0.0,0.0,0.3120237,0.045059826,0.112501234,0.104728185,0.74541163,0
1405,3,1,1,0.13441667,0.1635934,0.20238172,0.42138,0.30357894,0.1381883,0.23674056,0.09340845,0.05782667,1.672619e-36,0.0,0.1512125,0.08065,0.09824289,0.146027,0.24474965,0.118453376,0.16129,0.23502241,0.21673556,0.061587453,0.7580159,0.25227532,0.71492493,0.35376617,0.0,0.0,0.3273796,0.25573885,0.03864304,0.10283182,0.27855495,0.0,0.10143179,0.15737836,0.6499963,0
1406,17,0,1,0.053583335,0.14675634,0.10103148,0.20692678,0.16164526,0.2483437,0.22422494,0.1056916,0.11546392,1.0785714e-36,0.0,0.140675,0.11254,0.2916862,0.30503982,0.36323142,0.2450792,0.12862,0.11713234,0.26788393,0.1473288,0.6902177,0.35142526,0.34890145,0.56472355,0.0,0.0,0.16394761,0.1961468,0.14377643,0.060412556,0.42927802,0.1193384,0.049660925,0.43146184,0.5837872,0
1407,17,0,2,0.0565,0.08596032,0.12792136,0.17887805,0.1492522,0.094628476,0.20555562,0.22305043,0.19493644,5.438775e-33,0.0,0.26483124,0.18644,0.19680208,0.23392081,0.26862407,0.38955706,0.05085,0.08643765,0.20042248,0.20709115,0.7290634,0.2691216,0.11253184,0.77093077,0.0,0.0,0.057481695,0.56369877,0.41200542,0.2951879,0.44596776,0.3831944,0.33277646,0.4775802,0.19381133,0
1408,17,1,0,0.18018334,0.16447581,0.13492113,0.34105003,0.13492113,0.2763766,0.1695802,0.18681297,0.11564606,1.0464285e-36,0.0,0.16891874,0.10811,0.26569006,0.20792997,0.29163855,0.22127399,0.05405,0.118145056,0.34864846,0.33022022,0.58760196,0.27149498,0.59006363,0.37093312,0.0,0.0,0.2910041,0.042161644,0.0,0.033907183,0.43864352,0.0,0.0,0.041514188,0.77512574,0
1409,4,0,0,0.18181667,0.25818524,0.18411088,0.36048588,0.27617908,0.2985766,0.3212603,0.15578929,0.13151434,1.8083333e-36,0.0,0.25,0.10909,0.52202225,0.577793,0.4659621,0.45678663,0.32727,0.45038795,0.4495423,0.16661067,0.33064175,0.60054004,0.56659687,0.2229822,0.0,0.0,0.074456014,0.058208857,0.087954514,0.046810165,0.48742008,0.018492818,0.023085585,0.2865673,0.74155027,0
